id,as_of_time,device_id,name,gender,age,country,city,phone,tags,register_time,login_time,ext_fields,event_count,event_value_sum,event_value_mean,event_active_days,event_unique_scene_count,event_unique_item_count,event_first_time,event_last_time,event_recency_seconds,event_count_1d,event_count_7d,event_count_30d,event_expose_count_5m,event_value_sum_5m,event_expose_count_1h,event_value_sum_1h,event_expose_count_24h,event_value_sum_24h,event_click_count,event_expose_count,event_buy_count,event_collect_count,event_stay_count,event_click_rate
user_1094,1787098340,device_1094,user_1094,0,18,US,city_16,phone_1094,"category_6,category_35,category_19,tag_56,tag_33,tag_112,tag_127",1759997044,1787412615,"{""interest_categories"":[""category_6"",""category_35"",""category_19""],""activity"":0.1786}",18.0,29.278,1.6265555555555555,10.0,3.0,13.0,1785148963.0,1787004648.0,93692.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,2.0,0.1875
user_1095,1787098340,device_1095,user_1095,1,69,SG,city_14,phone_1095,"category_11,category_53,category_42,tag_12,tag_104,tag_64,tag_101",1731803504,1787373980,"{""interest_categories"":[""category_11"",""category_53"",""category_42""],""activity"":0.0959}",10.0,106.255,10.625499999999999,5.0,2.0,6.0,1785631028.0,1786858039.0,240301.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.14285714285714285
user_1096,1787098340,device_1096,user_1096,0,46,JP,city_12,phone_1096,"category_58,category_45,category_50,tag_24,tag_57,tag_33,tag_18",1735209335,1787538377,"{""interest_categories"":[""category_58"",""category_45"",""category_50""],""activity"":0.326}",7.0,36.616,5.230857142857142,4.0,3.0,5.0,1785316466.0,1785760412.0,1337928.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
user_1097,1787098340,device_1097,user_1097,1,67,US,city_3,phone_1097,"category_5,category_20,category_27,tag_30,tag_7,tag_67,tag_63",1746940452,1787530898,"{""interest_categories"":[""category_5"",""category_20"",""category_27""],""activity"":0.5507}",18.0,168.442,9.357888888888889,9.0,3.0,9.0,1785070864.0,1786914032.0,184308.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,1.0,4.0,0.25
user_1098,1787098340,device_1098,user_1098,0,67,SG,city_11,phone_1098,"category_53,category_62,category_1,tag_14,tag_93,tag_103,tag_94",1746749940,1787078978,"{""interest_categories"":[""category_53"",""category_62"",""category_1""],""activity"":0.0692}",19.0,151.77700000000002,7.988263157894738,10.0,3.0,11.0,1785083808.0,1787046280.0,52060.0,4.0,5.0,19.0,0.0,0.0,0.0,0.0,2.0,23.61,2.0,11.0,0.0,0.0,6.0,0.15384615384615385
user_1099,1787098340,device_1099,user_1099,1,42,JP,city_0,phone_1099,"category_46,category_7,category_38,tag_73,tag_65,tag_76,tag_9",1769943315,1787020878,"{""interest_categories"":[""category_46"",""category_7"",""category_38""],""activity"":0.2324}",9.0,84.417,9.379666666666667,6.0,2.0,6.0,1785114189.0,1786986565.0,111775.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.14285714285714285
user_1100,1787098340,device_1100,user_1100,0,57,JP,city_8,phone_1100,"category_38,category_48,category_21,tag_116,tag_48,tag_33,tag_43",1729407620,1787255791,"{""interest_categories"":[""category_38"",""category_48"",""category_21""],""activity"":0.1653}",12.0,143.62900000000002,11.969083333333336,7.0,3.0,8.0,1785110199.0,1786482238.0,616102.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,2.0,0.1111111111111111
user_1101,1787098340,device_1101,user_1101,1,59,SG,city_8,phone_1101,"category_19,category_12,category_5,tag_126,tag_25,tag_104,tag_37",1740865361,1787017375,"{""interest_categories"":[""category_19"",""category_12"",""category_5""],""activity"":0.2065}",24.0,192.56900000000002,8.023708333333333,12.0,3.0,18.0,1785026525.0,1786952021.0,146319.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0
user_1102,1787098340,device_1102,user_1102,0,68,CN,city_7,phone_1102,"category_28,category_25,category_43,tag_61,tag_34,tag_72,tag_117",1767525898,1787403866,"{""interest_categories"":[""category_28"",""category_25"",""category_43""],""activity"":0.2181}",15.0,52.289,3.4859333333333336,7.0,3.0,10.0,1785111376.0,1786935189.0,163151.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0,0.16666666666666666
user_1103,1787098340,device_1103,user_1103,1,47,JP,city_14,phone_1103,"category_9,category_10,category_46,tag_127,tag_103,tag_7,tag_95",1739716155,1787334392,"{""interest_categories"":[""category_9"",""category_10"",""category_46""],""activity"":0.5739}",13.0,37.783,2.9063846153846153,7.0,3.0,8.0,1785257737.0,1786644819.0,453521.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,1.0,1.0,0.2727272727272727
user_1104,1787098340,device_1104,user_1104,0,40,CN,city_13,phone_1104,"category_51,category_34,category_42,tag_51,tag_92,tag_61,tag_111",1736159792,1787088787,"{""interest_categories"":[""category_51"",""category_34"",""category_42""],""activity"":0.1395}",6.0,6.0,1.0,5.0,3.0,5.0,1785106411.0,1786996364.0,101976.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.16666666666666666
user_1105,1787098340,device_1105,user_1105,1,48,CN,city_10,phone_1105,"category_26,category_35,category_16,tag_20,tag_45,tag_87,tag_73",1728734979,1787294770,"{""interest_categories"":[""category_26"",""category_35"",""category_16""],""activity"":0.1205}",8.0,123.55199999999999,15.443999999999999,5.0,3.0,5.0,1785524147.0,1786965096.0,133244.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
user_1106,1787098340,device_1106,user_1106,0,33,US,city_7,phone_1106,"category_23,category_51,category_18,tag_82,tag_95,tag_97,tag_101",1784114928,1787140786,"{""interest_categories"":[""category_23"",""category_51"",""category_18""],""activity"":0.3291}",14.0,42.717999999999996,3.051285714285714,7.0,3.0,11.0,1785118180.0,1787027813.0,70527.0,1.0,3.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,3.0,0.0
user_1107,1787098340,device_1107,user_1107,1,66,US,city_13,phone_1107,"category_47,category_15,category_34,tag_46,tag_98,tag_31,tag_73",1771910034,1787356150,"{""interest_categories"":[""category_47"",""category_15"",""category_34""],""activity"":0.0958}",20.0,192.83100000000002,9.64155,11.0,3.0,14.0,1785081339.0,1786911644.0,186696.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,5.0,0.06666666666666667
user_1108,1787098340,device_1108,user_1108,0,17,CN,city_15,phone_1108,"category_14,category_38,category_40,tag_79,tag_54,tag_14,tag_115",1739345036,1787597051,"{""interest_categories"":[""category_14"",""category_38"",""category_40""],""activity"":0.2378}",14.0,116.31700000000001,8.308357142857144,8.0,3.0,9.0,1785143879.0,1786763949.0,334391.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,0.1
user_1109,1787098340,device_1109,user_1109,1,63,US,city_13,phone_1109,"category_45,category_21,category_18,tag_30,tag_20,tag_94,tag_114",1760680387,1787323070,"{""interest_categories"":[""category_45"",""category_21"",""category_18""],""activity"":0.1276}",7.0,38.928,5.5611428571428565,5.0,3.0,6.0,1785274590.0,1786575256.0,523084.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
user_1110,1787098340,device_1110,user_1110,0,42,JP,city_4,phone_1110,"category_58,category_33,category_34,tag_127,tag_12,tag_28,tag_49",1783325135,1787061265,"{""interest_categories"":[""category_58"",""category_33"",""category_34""],""activity"":0.3142}",9.0,76.789,8.532111111111112,7.0,3.0,7.0,1785131571.0,1787072233.0,26107.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0
user_1111,1787098340,device_1111,user_1111,1,64,JP,city_4,phone_1111,"category_28,category_56,category_59,tag_115,tag_33,tag_110,tag_102",1729497124,1787567094,"{""interest_categories"":[""category_28"",""category_56"",""category_59""],""activity"":0.4604}",13.0,85.586,6.583538461538462,8.0,3.0,8.0,1785353796.0,1786700690.0,397650.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,2.0,0.2727272727272727
user_1112,1787098340,device_1112,user_1112,0,58,US,city_3,phone_1112,"category_56,category_8,category_3,tag_94,tag_83,tag_11,tag_9",1763563350,1787130390,"{""interest_categories"":[""category_56"",""category_8"",""category_3""],""activity"":0.0844}",7.0,17.408,2.486857142857143,6.0,3.0,6.0,1785277813.0,1787017249.0,81091.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0
user_1113,1787098340,device_1113,user_1113,1,23,US,city_12,phone_1113,"category_54,category_3,category_38,tag_58,tag_31,tag_55,tag_101",1782669665,1787407901,"{""interest_categories"":[""category_54"",""category_3"",""category_38""],""activity"":0.4838}",11.0,195.148,17.740727272727273,5.0,2.0,5.0,1785501804.0,1786234849.0,863491.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,0.2857142857142857
user_1114,1787098340,device_1114,user_1114,0,31,US,city_5,phone_1114,"category_44,category_19,category_50,tag_45,tag_6,tag_47,tag_124",1761384978,1787392435,"{""interest_categories"":[""category_44"",""category_19"",""category_50""],""activity"":0.3811}",19.0,229.249,12.065736842105263,8.0,3.0,10.0,1785230535.0,1786886108.0,212232.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,6.0,0.16666666666666666
user_1115,1787098340,device_1115,user_1115,1,66,JP,city_7,phone_1115,"category_19,category_56,category_29,tag_48,tag_44,tag_0,tag_73",1729216494,1787383154,"{""interest_categories"":[""category_19"",""category_56"",""category_29""],""activity"":0.1807}",14.0,139.456,9.961142857142857,7.0,3.0,10.0,1785159774.0,1786704623.0,393717.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,0.09090909090909091
user_1116,1787098340,device_1116,user_1116,0,27,SG,city_19,phone_1116,"category_16,category_29,category_54,tag_109,tag_22,tag_89,tag_8",1781966408,1787079706,"{""interest_categories"":[""category_16"",""category_29"",""category_54""],""activity"":0.5005}",5.0,5.0,1.0,5.0,3.0,5.0,1785048579.0,1787077317.0,21023.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
user_1117,1787098340,device_1117,user_1117,1,51,US,city_2,phone_1117,"category_63,category_15,category_20,tag_51,tag_97,tag_9,tag_25",1747871056,1787382943,"{""interest_categories"":[""category_63"",""category_15"",""category_20""],""activity"":0.1512}",8.0,22.015,2.751875,5.0,3.0,7.0,1785144149.0,1786408465.0,689875.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
user_1118,1787098340,device_1118,user_1118,0,25,US,city_16,phone_1118,"category_63,category_55,category_33,tag_66,tag_103,tag_122,tag_51",1770482118,1787455813,"{""interest_categories"":[""category_63"",""category_55"",""category_33""],""activity"":0.3297}",11.0,14.336,1.3032727272727274,7.0,3.0,8.0,1785085161.0,1786929379.0,168961.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,0.2
user_1119,1787098340,device_1119,user_1119,1,29,JP,city_1,phone_1119,"category_2,category_13,category_37,tag_64,tag_39,tag_88,tag_47",1729924074,1787262071,"{""interest_categories"":[""category_2"",""category_13"",""category_37""],""activity"":0.1586}",6.0,7.82,1.3033333333333335,4.0,3.0,5.0,1785229841.0,1786518699.0,579641.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
user_1120,1787098340,device_1120,user_1120,0,47,JP,city_7,phone_1120,"category_49,category_31,category_61,tag_62,tag_17,tag_29,tag_14",1769165185,1787609381,"{""interest_categories"":[""category_49"",""category_31"",""category_61""],""activity"":0.1862}",12.0,52.025,4.335416666666666,9.0,3.0,9.0,1785221453.0,1787091595.0,6745.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,2.0,0.1
user_1121,1787098340,device_1121,user_1121,1,58,JP,city_12,phone_1121,"category_39,category_15,category_41,tag_38,tag_3,tag_18,tag_56",1746710841,1787119472,"{""interest_categories"":[""category_39"",""category_15"",""category_41""],""activity"":0.4435}",17.0,133.184,7.83435294117647,9.0,3.0,11.0,1785163143.0,1786676785.0,421555.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,4.0,0.15384615384615385
user_1122,1787098340,device_1122,user_1122,0,21,SG,city_8,phone_1122,"category_8,category_40,category_35,tag_121,tag_11,tag_92,tag_81",1780508058,1787229823,"{""interest_categories"":[""category_8"",""category_40"",""category_35""],""activity"":0.2635}",14.0,131.478,9.391285714285715,5.0,3.0,7.0,1785431288.0,1786896901.0,201439.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,5.0,0.2222222222222222
user_1123,1787098340,device_1123,user_1123,1,19,SG,city_0,phone_1123,"category_9,category_43,category_42,tag_109,tag_69,tag_4,tag_23",1731011193,1787422158,"{""interest_categories"":[""category_9"",""category_43"",""category_42""],""activity"":0.3378}",6.0,6.0,1.0,4.0,3.0,6.0,1785399455.0,1786864414.0,233926.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
user_1124,1787098340,device_1124,user_1124,0,25,JP,city_2,phone_1124,"category_17,category_2,category_32,tag_43,tag_111,tag_40,tag_3",1740622602,1787521833,"{""interest_categories"":[""category_17"",""category_2"",""category_32""],""activity"":0.0836}",19.0,180.51100000000002,9.500578947368423,9.0,3.0,12.0,1785309685.0,1786861629.0,236711.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,5.0,0.14285714285714285
user_1125,1787098340,device_1125,user_1125,1,30,CN,city_19,phone_1125,"category_25,category_31,category_55,tag_103,tag_118,tag_116,tag_9",1752103781,1787108623,"{""interest_categories"":[""category_25"",""category_31"",""category_55""],""activity"":0.4179}",18.0,183.655,10.203055555555556,7.0,3.0,10.0,1785186400.0,1787058242.0,40098.0,1.0,14.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0,0.0,0.0,5.0,0.23076923076923078
user_1126,1787098340,device_1126,user_1126,0,38,US,city_6,phone_1126,"category_23,category_16,category_56,tag_99,tag_7,tag_117,tag_86",1748470029,1787175225,"{""interest_categories"":[""category_23"",""category_16"",""category_56""],""activity"":0.3808}",18.0,226.154,12.56411111111111,8.0,3.0,11.0,1785564968.0,1787039808.0,58532.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,0.0,0.0,5.0,0.15384615384615385
user_1127,1787098340,device_1127,user_1127,1,27,US,city_3,phone_1127,"category_39,category_25,category_14,tag_23,tag_97,tag_84,tag_79",1742280070,1787264863,"{""interest_categories"":[""category_39"",""category_25"",""category_14""],""activity"":0.1193}",10.0,58.587,5.858700000000001,9.0,3.0,9.0,1785089985.0,1786999522.0,98818.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0
user_1128,1787098340,device_1128,user_1128,0,67,JP,city_15,phone_1128,"category_18,category_5,category_20,tag_30,tag_17,tag_90,tag_6",1747239002,1787137750,"{""interest_categories"":[""category_18"",""category_5"",""category_20""],""activity"":0.4906}",16.0,217.308,13.58175,9.0,3.0,10.0,1785061194.0,1786961955.0,136385.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,4.0,0.16666666666666666
user_1129,1787098340,device_1129,user_1129,1,53,SG,city_9,phone_1129,"category_0,category_6,category_17,tag_107,tag_118,tag_101,tag_78",1746611165,1787146421,"{""interest_categories"":[""category_0"",""category_6"",""category_17""],""activity"":0.2152}",18.0,326.616,18.145333333333333,8.0,3.0,11.0,1785914631.0,1786732989.0,365351.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,6.0,0.08333333333333333
user_1130,1787098340,device_1130,user_1130,0,46,US,city_1,phone_1130,"category_11,category_53,category_25,tag_98,tag_88,tag_109,tag_8",1763902511,1787384694,"{""interest_categories"":[""category_11"",""category_53"",""category_25""],""activity"":0.4303}",12.0,142.512,11.876,5.0,3.0,7.0,1786178039.0,1787037968.0,60372.0,3.0,5.0,12.0,0.0,0.0,0.0,0.0,2.0,30.841,2.0,7.0,0.0,0.0,3.0,0.2222222222222222
user_1131,1787098340,device_1131,user_1131,1,30,JP,city_6,phone_1131,"category_49,category_34,category_54,tag_47,tag_118,tag_112,tag_20",1738319893,1787217377,"{""interest_categories"":[""category_49"",""category_34"",""category_54""],""activity"":0.0886}",11.0,137.777,12.525181818181817,5.0,3.0,6.0,1785372959.0,1786802496.0,295844.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,3.0,0.25
user_1132,1787098340,device_1132,user_1132,0,31,CN,city_10,phone_1132,"category_6,category_47,category_59,tag_2,tag_45,tag_94,tag_89",1756397610,1787301732,"{""interest_categories"":[""category_6"",""category_47"",""category_59""],""activity"":0.1118}",13.0,67.37100000000001,5.182384615384616,8.0,3.0,10.0,1785264642.0,1787078108.0,20232.0,2.0,9.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,0.0,0.0,1.0,0.16666666666666666
user_1133,1787098340,device_1133,user_1133,1,35,JP,city_2,phone_1133,"category_37,category_42,category_50,tag_89,tag_72,tag_105,tag_111",1765417483,1787383839,"{""interest_categories"":[""category_37"",""category_42"",""category_50""],""activity"":0.1268}",14.0,110.268,7.876285714285714,8.0,3.0,10.0,1785164129.0,1786892607.0,205733.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,0.09090909090909091
user_1134,1787098340,device_1134,user_1134,0,64,US,city_4,phone_1134,"category_39,category_15,category_50,tag_62,tag_66,tag_70,tag_115",1783871325,1787064634,"{""interest_categories"":[""category_39"",""category_15"",""category_50""],""activity"":0.247}",8.0,7.0,0.875,5.0,3.0,6.0,1785164631.0,1787070952.0,27388.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,0.14285714285714285
user_1135,1787098340,device_1135,user_1135,1,31,US,city_3,phone_1135,"category_28,category_6,category_42,tag_107,tag_32,tag_122,tag_55",1766930865,1787511396,"{""interest_categories"":[""category_28"",""category_6"",""category_42""],""activity"":0.2954}",14.0,123.59299999999999,8.828071428571429,8.0,3.0,9.0,1785523391.0,1786877546.0,220794.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,0.1
user_1136,1787098340,device_1136,user_1136,0,34,SG,city_11,phone_1136,"category_1,category_57,category_16,tag_15,tag_44,tag_29,tag_122",1761687050,1787413923,"{""interest_categories"":[""category_1"",""category_57"",""category_16""],""activity"":0.5087}",10.0,10.0,1.0,9.0,3.0,9.0,1785215530.0,1787059908.0,38432.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.1
user_1137,1787098340,device_1137,user_1137,1,62,US,city_18,phone_1137,"category_43,category_60,category_16,tag_32,tag_9,tag_62,tag_2",1780723108,1787460411,"{""interest_categories"":[""category_43"",""category_60"",""category_16""],""activity"":0.0679}",11.0,144.392,13.126545454545454,6.0,3.0,7.0,1785603053.0,1786839412.0,258928.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.125
user_1138,1787098340,device_1138,user_1138,0,61,SG,city_6,phone_1138,"category_6,category_3,category_18,tag_91,tag_27,tag_34,tag_29",1761117203,1787061550,"{""interest_categories"":[""category_6"",""category_3"",""category_18""],""activity"":0.1868}",9.0,46.658,5.184222222222222,7.0,3.0,8.0,1785127113.0,1787042991.0,55349.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0
user_1139,1787098340,device_1139,user_1139,1,21,CN,city_7,phone_1139,"category_42,category_43,category_60,tag_0,tag_110,tag_20,tag_55",1758993392,1787383964,"{""interest_categories"":[""category_42"",""category_43"",""category_60""],""activity"":0.2896}",6.0,6.0,1.0,5.0,3.0,5.0,1785065993.0,1786328412.0,769928.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.16666666666666666
user_1140,1787098340,device_1140,user_1140,0,45,JP,city_5,phone_1140,"category_47,category_6,category_26,tag_75,tag_46,tag_48,tag_104",1771944295,1787290913,"{""interest_categories"":[""category_47"",""category_6"",""category_26""],""activity"":0.2198}",16.0,96.589,6.0368125,9.0,3.0,11.0,1785039443.0,1787085878.0,12462.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,11.0,0.0,0.0,3.0,0.15384615384615385
user_1141,1787098340,device_1141,user_1141,1,66,CN,city_1,phone_1141,"category_33,category_52,category_26,tag_27,tag_4,tag_77,tag_59",1739739129,1787200507,"{""interest_categories"":[""category_33"",""category_52"",""category_26""],""activity"":0.3986}",13.0,75.77000000000001,5.828461538461539,7.0,3.0,8.0,1785437935.0,1786884456.0,213884.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,1.0,0.2
user_1142,1787098340,device_1142,user_1142,0,28,CN,city_9,phone_1142,"category_40,category_18,category_35,tag_97,tag_12,tag_39,tag_22",1753763604,1787339705,"{""interest_categories"":[""category_40"",""category_18"",""category_35""],""activity"":0.3812}",4.0,35.028,8.757,2.0,2.0,3.0,1786161366.0,1786724494.0,373846.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
user_1143,1787098340,device_1143,user_1143,1,27,SG,city_10,phone_1143,"category_26,category_40,category_7,tag_39,tag_58,tag_93,tag_12",1758794941,1787261225,"{""interest_categories"":[""category_26"",""category_40"",""category_7""],""activity"":0.1184}",12.0,117.953,9.829416666666667,7.0,3.0,9.0,1785036774.0,1787011044.0,87296.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0
user_1144,1787098340,device_1144,user_1144,0,30,CN,city_7,phone_1144,"category_20,category_25,category_17,tag_39,tag_59,tag_2,tag_34",1771306199,1787605556,"{""interest_categories"":[""category_20"",""category_25"",""category_17""],""activity"":0.0328}",7.0,7.0,1.0,5.0,3.0,7.0,1785126121.0,1787018705.0,79635.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0
user_1145,1787098340,device_1145,user_1145,1,70,SG,city_4,phone_1145,"category_25,category_32,category_52,tag_119,tag_112,tag_17,tag_31",1784305522,1787157207,"{""interest_categories"":[""category_25"",""category_32"",""category_52""],""activity"":0.3898}",16.0,153.511,9.5944375,8.0,3.0,10.0,1785041939.0,1787088830.0,9510.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,2.0,65.257,3.0,10.0,0.0,0.0,3.0,0.23076923076923078
user_1146,1787098340,device_1146,user_1146,0,65,JP,city_15,phone_1146,"category_61,category_44,category_40,tag_63,tag_14,tag_44,tag_71",1769533238,1787032857,"{""interest_categories"":[""category_61"",""category_44"",""category_40""],""activity"":0.5603}",11.0,11.0,1.0,8.0,3.0,8.0,1785068456.0,1786930415.0,167925.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.2
user_1147,1787098340,device_1147,user_1147,1,21,SG,city_5,phone_1147,"category_21,category_30,category_3,tag_55,tag_69,tag_33,tag_11",1745998339,1787598819,"{""interest_categories"":[""category_21"",""category_30"",""category_3""],""activity"":0.2392}",19.0,95.37,5.019473684210527,9.0,3.0,12.0,1785063467.0,1786985532.0,112808.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,3.0,0.25
user_1148,1787098340,device_1148,user_1148,0,69,SG,city_15,phone_1148,"category_20,category_16,category_37,tag_13,tag_95,tag_14,tag_112",1732934912,1787509475,"{""interest_categories"":[""category_20"",""category_16"",""category_37""],""activity"":0.3237}",9.0,9.0,1.0,8.0,3.0,9.0,1785179970.0,1786963604.0,134736.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
user_1149,1787098340,device_1149,user_1149,1,66,SG,city_4,phone_1149,"category_41,category_33,category_52,tag_27,tag_46,tag_67,tag_12",1755448705,1787454429,"{""interest_categories"":[""category_41"",""category_33"",""category_52""],""activity"":0.3152}",14.0,112.501,8.035785714285714,8.0,3.0,10.0,1785086452.0,1786627914.0,470426.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,0.16666666666666666
user_1150,1787098340,device_1150,user_1150,0,31,SG,city_7,phone_1150,"category_43,category_8,category_23,tag_39,tag_81,tag_10,tag_87",1750990865,1787461406,"{""interest_categories"":[""category_43"",""category_8"",""category_23""],""activity"":0.2944}",9.0,9.0,1.0,6.0,3.0,9.0,1785504155.0,1787019866.0,78474.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0
user_1151,1787098340,device_1151,user_1151,1,42,CN,city_2,phone_1151,"category_24,category_57,category_9,tag_47,tag_25,tag_33,tag_21",1738828941,1787036349,"{""interest_categories"":[""category_24"",""category_57"",""category_9""],""activity"":0.5493}",6.0,52.072,8.678666666666667,4.0,3.0,5.0,1785482016.0,1786841702.0,256638.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
user_1152,1787098340,device_1152,user_1152,0,54,JP,city_3,phone_1152,"category_58,category_6,category_62,tag_74,tag_9,tag_57,tag_38",1761203062,1787429141,"{""interest_categories"":[""category_58"",""category_6"",""category_62""],""activity"":0.1931}",13.0,208.674,16.051846153846153,7.0,3.0,9.0,1785187149.0,1787078573.0,19767.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,2.0,78.075,0.0,9.0,0.0,0.0,4.0,0.0
user_1153,1787098340,device_1153,user_1153,1,70,JP,city_4,phone_1153,"category_63,category_13,category_22,tag_44,tag_36,tag_126,tag_99",1783583575,1787237762,"{""interest_categories"":[""category_63"",""category_13"",""category_22""],""activity"":0.41}",16.0,71.55199999999999,4.4719999999999995,8.0,3.0,11.0,1785124932.0,1786639685.0,458655.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,2.0,0.15384615384615385
