id,device_id,name,gender,age,country,city,phone,tags,register_time,login_time,ext_fields,event_count,event_value_sum,event_value_mean,event_active_days,event_unique_scene_count,event_unique_item_count,event_first_time,event_last_time,event_recency_seconds,event_count_1d,event_count_7d,event_count_30d,event_click_count,event_expose_count,event_buy_count,event_collect_count,event_stay_count,event_click_rate
user_674,1e9875a8-5ce4-11ed-8042-000000002100,name_674,0,84,country_0,city_7,phone_674,tags_90,1667278384,1667517677,{},7,7,1.0,4,3,7,1667110375,1667600928,36103.0,1,7,7,7,0,0,0,0,1.0
user_675,1e9877c4-5ce4-11ed-8042-00000000207d,name_675,1,15,country_0,city_1,phone_675,tags_57,1667461741,1667287552,{},14,14,1.0,6,3,14,1667114539,1667532091,104940.0,0,14,14,14,0,0,0,0,1.0
user_676,1e987972-5ce4-11ed-8048-0000000014db,name_676,0,98,country_0,city_1,phone_676,tags_71,1667422896,1667392453,{},10,10,1.0,4,3,10,1667091519,1667592292,44739.0,1,10,10,10,0,0,0,0,1.0
user_677,1e987af8-5ce4-11ed-8029-00000000256f,name_677,1,68,country_0,city_3,phone_677,tags_84,1667606438,1667198307,{},12,12,1.0,6,3,12,1667123637,1667632365,4666.0,2,12,12,12,0,0,0,0,1.0
user_678,1e987c88-5ce4-11ed-8047-000000000dcf,name_678,0,39,country_0,city_0,phone_678,tags_20,1667374121,1667168588,{},9,9,1.0,5,2,9,1667104257,1667594136,42895.0,2,9,9,9,0,0,0,0,1.0
user_679,1e987e18-5ce4-11ed-8050-000000001c18,name_679,0,55,country_0,city_0,phone_679,tags_44,1667450100,1667512505,{},11,11,1.0,7,3,11,1667078854,1667559776,77255.0,1,11,11,11,0,0,0,0,1.0
user_680,1e987fa8-5ce4-11ed-801a-000000001633,name_680,0,46,country_0,city_2,phone_680,tags_21,1667185262,1667341163,{},7,7,1.0,6,3,7,1667161547,1667626172,10859.0,2,7,7,7,0,0,0,0,1.0
user_681,1e98812e-5ce4-11ed-8040-0000000015d7,name_681,1,12,country_0,city_0,phone_681,tags_56,1667494066,1667374926,{},6,6,1.0,4,3,6,1667292884,1667634935,2096.0,1,6,6,6,0,0,0,0,1.0
user_682,1e9882be-5ce4-11ed-8034-0000000006cc,name_682,0,75,country_0,city_0,phone_682,tags_24,1667563027,1667381280,{},12,12,1.0,6,3,12,1667199995,1667633598,3433.0,2,12,12,12,0,0,0,0,1.0
user_683,1e988444-5ce4-11ed-8055-000000001cd2,name_683,1,54,country_0,city_5,phone_683,tags_93,1667411178,1667043236,{},9,9,1.0,4,3,9,1667086273,1667585574,51457.0,1,9,9,9,0,0,0,0,1.0
user_684,1e98873c-5ce4-11ed-802b-0000000001d6,name_684,0,76,country_0,city_0,phone_684,tags_14,1667335660,1667172902,{},12,12,1.0,7,3,12,1667082260,1667571583,65448.0,2,12,12,12,0,0,0,0,1.0
user_685,1e988bf6-5ce4-11ed-8013-0000000007c2,name_685,0,54,country_0,city_4,phone_685,tags_2,1667376533,1667135659,{},6,6,1.0,4,3,6,1667097679,1667391971,245060.0,0,6,6,6,0,0,0,0,1.0
user_686,1e988ea8-5ce4-11ed-801f-000000000265,name_686,1,63,country_0,city_7,phone_686,tags_7,1667336625,1667191474,{},11,11,1.0,8,3,11,1667061790,1667631904,5127.0,3,11,11,11,0,0,0,0,1.0
user_687,1e9890e2-5ce4-11ed-805f-0000000018b4,name_687,0,24,country_0,city_1,phone_687,tags_30,1667186601,1667110585,{},8,8,1.0,6,3,8,1667065918,1667564043,72988.0,2,8,8,8,0,0,0,0,1.0
user_688,1e989420-5ce4-11ed-801e-000000000b1d,name_688,0,53,country_0,city_3,phone_688,tags_39,1667408232,1667293344,{},11,11,1.0,6,3,11,1667133553,1667548948,88083.0,0,11,11,11,0,0,0,0,1.0
user_689,1e9895e2-5ce4-11ed-801e-00000000208d,name_689,0,81,country_0,city_0,phone_689,tags_16,1667421840,1667433838,{},18,18,1.0,8,3,18,1667052165,1667636536,495.0,4,18,18,18,0,0,0,0,1.0
user_690,1e98977c-5ce4-11ed-8058-00000000008f,name_690,0,31,country_0,city_7,phone_690,tags_5,1667416910,1667457478,{},14,14,1.0,7,3,14,1667071083,1667623684,13347.0,1,14,14,14,0,0,0,0,1.0
user_691,1e989920-5ce4-11ed-8025-0000000013f0,name_691,1,36,country_0,city_1,phone_691,tags_74,1667620813,1667140683,{},9,9,1.0,7,3,9,1667070744,1667614747,22284.0,1,9,9,9,0,0,0,0,1.0
user_692,1e989aec-5ce4-11ed-8061-00000000246a,name_692,1,4,country_0,city_3,phone_692,tags_40,1667145699,1667234624,{},12,12,1.0,5,3,12,1667110238,1667593209,43822.0,1,12,12,12,0,0,0,0,1.0
user_693,1e989c86-5ce4-11ed-8014-0000000002c6,name_693,0,96,country_0,city_8,phone_693,tags_90,1667395698,1667077293,{},10,10,1.0,6,3,10,1667093056,1667621291,15740.0,2,10,10,10,0,0,0,0,1.0
user_694,1e989e16-5ce4-11ed-804b-00000000072b,name_694,0,67,country_0,city_6,phone_694,tags_51,1667037534,1667558601,{},12,12,1.0,5,2,12,1667038362,1667545028,92003.0,0,12,12,12,0,0,0,0,1.0
user_695,1e989fa6-5ce4-11ed-802c-000000000833,name_695,1,68,country_0,city_0,phone_695,tags_21,1667439141,1667469300,{},12,12,1.0,6,3,12,1667055953,1667518160,118871.0,0,12,12,12,0,0,0,0,1.0
user_696,1e98a12c-5ce4-11ed-8052-0000000011c0,name_696,0,28,country_0,city_8,phone_696,tags_62,1667140252,1667247182,{},6,6,1.0,5,3,6,1667101227,1667613798,23233.0,1,6,6,6,0,0,0,0,1.0
user_697,1e98a4ec-5ce4-11ed-8004-000000000bed,name_697,1,83,country_0,city_3,phone_697,tags_30,1667211648,1667292436,{},8,8,1.0,5,3,8,1667114431,1667633081,3950.0,2,8,8,8,0,0,0,0,1.0
user_698,1e98a6ea-5ce4-11ed-8030-00000000145d,name_698,1,65,country_0,city_6,phone_698,tags_79,1667465999,1667472817,{},10,10,1.0,7,3,10,1667061945,1667636507,524.0,2,10,10,10,0,0,0,0,1.0
user_699,1e98a88e-5ce4-11ed-8048-000000000eb2,name_699,0,61,country_0,city_2,phone_699,tags_40,1667451736,1667517912,{},9,9,1.0,7,3,9,1667086606,1667631003,6028.0,2,9,9,9,0,0,0,0,1.0
user_700,1e98ad48-5ce4-11ed-803c-000000001b82,name_700,0,26,country_0,city_6,phone_700,tags_88,1667573669,1667149859,{},10,10,1.0,4,3,10,1667095606,1667460960,176071.0,0,10,10,10,0,0,0,0,1.0
user_701,1e98af82-5ce4-11ed-8016-000000001dcf,name_701,0,58,country_0,city_8,phone_701,tags_60,1667346582,1667558454,{},10,10,1.0,4,3,10,1667049116,1667454939,182092.0,0,10,10,10,0,0,0,0,1.0
user_702,1e98b130-5ce4-11ed-802f-000000000fd3,name_702,0,58,country_0,city_6,phone_702,tags_35,1667574804,1667232448,{},9,9,1.0,4,3,9,1667104804,1667575450,61581.0,2,9,9,9,0,0,0,0,1.0
user_703,1e98b37e-5ce4-11ed-8054-000000001f86,name_703,1,12,country_0,city_7,phone_703,tags_56,1667617627,1667162831,{},10,10,1.0,5,3,10,1667046215,1667548545,88486.0,0,10,10,10,0,0,0,0,1.0
user_704,1e98b57c-5ce4-11ed-8052-0000000014d0,name_704,0,14,country_0,city_7,phone_704,tags_82,1667590789,1667546959,{},10,10,1.0,6,3,10,1667045775,1667591161,45870.0,2,10,10,10,0,0,0,0,1.0
user_705,1e98b784-5ce4-11ed-8036-0000000022ae,name_705,0,87,country_0,city_1,phone_705,tags_37,1667633255,1667342328,{},13,13,1.0,4,3,13,1667063293,1667584361,52670.0,3,13,13,13,0,0,0,0,1.0
user_706,1e98b914-5ce4-11ed-8014-000000000f4a,name_706,1,72,country_0,city_8,phone_706,tags_64,1667413166,1667305601,{},9,9,1.0,6,3,9,1667066437,1667600391,36640.0,3,9,9,9,0,0,0,0,1.0
user_707,1e98bb30-5ce4-11ed-8046-000000001cc8,name_707,1,35,country_0,city_5,phone_707,tags_80,1667444897,1667456576,{},11,11,1.0,6,3,11,1667047945,1667521508,115523.0,0,11,11,11,0,0,0,0,1.0
user_708,1e98c422-5ce4-11ed-8032-0000000008d3,name_708,0,74,country_0,city_2,phone_708,tags_92,1667341135,1667296135,{},11,11,1.0,7,3,11,1667067491,1667521855,115176.0,0,11,11,11,0,0,0,0,1.0
user_709,1e98c698-5ce4-11ed-8048-0000000008c9,name_709,1,75,country_0,city_2,phone_709,tags_64,1667615838,1667316538,{},12,12,1.0,4,3,12,1667125510,1667518819,118212.0,0,12,12,12,0,0,0,0,1.0
user_710,1e98cc74-5ce4-11ed-801e-000000001368,name_710,1,40,country_0,city_4,phone_710,tags_45,1667557823,1667482189,{},8,8,1.0,5,3,8,1667071252,1667587973,49058.0,2,8,8,8,0,0,0,0,1.0
user_711,1e98d0de-5ce4-11ed-801d-0000000023af,name_711,1,13,country_0,city_9,phone_711,tags_21,1667125555,1667338412,{},11,11,1.0,6,3,11,1667034478,1667608868,28163.0,1,11,11,11,0,0,0,0,1.0
user_712,1e98d502-5ce4-11ed-8046-00000000113d,name_712,1,14,country_0,city_7,phone_712,tags_52,1667540434,1667153127,{},13,13,1.0,6,3,13,1667234703,1667616346,20685.0,6,13,13,13,0,0,0,0,1.0
user_713,1e98d8a4-5ce4-11ed-801c-000000000dd7,name_713,0,23,country_0,city_2,phone_713,tags_85,1667121513,1667183662,{},10,10,1.0,5,3,10,1667087192,1667506159,130872.0,0,10,10,10,0,0,0,0,1.0
user_714,1e98dbec-5ce4-11ed-8005-000000001ce9,name_714,1,17,country_0,city_9,phone_714,tags_17,1667265800,1667470256,{},9,9,1.0,5,3,9,1667035056,1667597729,39302.0,1,9,9,9,0,0,0,0,1.0
user_715,1e98e092-5ce4-11ed-804b-0000000011df,name_715,1,83,country_0,city_0,phone_715,tags_92,1667593937,1667534173,{},9,9,1.0,5,3,9,1667096901,1667636837,194.0,1,9,9,9,0,0,0,0,1.0
user_716,1e98e4d4-5ce4-11ed-803d-00000000166a,name_716,1,91,country_0,city_6,phone_716,tags_100,1667326170,1667103049,{},8,8,1.0,6,3,8,1667079109,1667607693,29338.0,1,8,8,8,0,0,0,0,1.0
user_717,1e98ed58-5ce4-11ed-8029-000000001300,name_717,1,98,country_0,city_5,phone_717,tags_89,1667576725,1667450924,{},13,13,1.0,5,3,13,1667220833,1667565875,71156.0,2,13,13,13,0,0,0,0,1.0
user_718,1e98f2c6-5ce4-11ed-803b-000000001be7,name_718,0,50,country_0,city_0,phone_718,tags_62,1667492498,1667294829,{},8,8,1.0,6,3,8,1667032279,1667545678,91353.0,0,8,8,8,0,0,0,0,1.0
user_719,1e98f4ba-5ce4-11ed-8032-0000000025d9,name_719,0,71,country_0,city_1,phone_719,tags_98,1667425037,1667117982,{},12,12,1.0,6,3,12,1667053848,1667508194,128837.0,0,12,12,12,0,0,0,0,1.0
user_720,1e98f6a4-5ce4-11ed-8031-000000002138,name_720,0,64,country_0,city_3,phone_720,tags_21,1667602461,1667331356,{},8,8,1.0,5,3,8,1667161518,1667629012,8019.0,3,8,8,8,0,0,0,0,1.0
user_721,1e98f834-5ce4-11ed-8028-000000000f1b,name_721,1,46,country_0,city_6,phone_721,tags_21,1667529924,1667121950,{},4,4,1.0,3,3,4,1667247999,1667533081,103950.0,0,4,4,4,0,0,0,0,1.0
user_722,1e98fa82-5ce4-11ed-802f-000000001ba7,name_722,1,41,country_0,city_1,phone_722,tags_97,1667193893,1667419885,{},16,16,1.0,7,3,16,1667049311,1667601851,35180.0,2,16,16,16,0,0,0,0,1.0
user_723,1e990112-5ce4-11ed-8006-0000000022c0,name_723,1,24,country_0,city_6,phone_723,tags_77,1667622841,1667442976,{},13,13,1.0,7,3,13,1667079333,1667551468,85563.0,1,13,13,13,0,0,0,0,1.0
user_724,1e990518-5ce4-11ed-801b-00000000204b,name_724,1,21,country_0,city_8,phone_724,tags_88,1667495785,1667405385,{},14,14,1.0,5,3,14,1667103378,1667551113,85918.0,1,14,14,14,0,0,0,0,1.0
user_725,1e990806-5ce4-11ed-804b-00000000147a,name_725,1,21,country_0,city_7,phone_725,tags_78,1667239764,1667153559,{},10,10,1.0,6,3,10,1667125585,1667616375,20656.0,2,10,10,10,0,0,0,0,1.0
user_726,1e9909f0-5ce4-11ed-803e-000000000b3f,name_726,0,88,country_0,city_3,phone_726,tags_30,1667488534,1667273175,{},11,11,1.0,7,3,11,1667039614,1667613435,23596.0,2,11,11,11,0,0,0,0,1.0
user_727,1e990d2e-5ce4-11ed-8025-0000000002dd,name_727,1,50,country_0,city_4,phone_727,tags_52,1667472435,1667094826,{},5,5,1.0,4,3,5,1667192210,1667492770,144261.0,0,5,5,5,0,0,0,0,1.0
user_728,1e990f2c-5ce4-11ed-801e-000000001126,name_728,1,88,country_0,city_8,phone_728,tags_53,1667461469,1667239161,{},11,11,1.0,6,3,11,1667154324,1667626066,10965.0,2,11,11,11,0,0,0,0,1.0
user_729,1e9910da-5ce4-11ed-802a-000000000346,name_729,0,4,country_0,city_0,phone_729,tags_97,1667150393,1667256248,{},9,9,1.0,5,3,9,1667053868,1667551100,85931.0,1,9,9,9,0,0,0,0,1.0
user_730,1e99126a-5ce4-11ed-8030-000000001a37,name_730,1,10,country_0,city_7,phone_730,tags_2,1667507169,1667490852,{},13,13,1.0,6,3,13,1667039136,1667531489,105542.0,0,13,13,13,0,0,0,0,1.0
user_731,1e991404-5ce4-11ed-8029-000000001abd,name_731,0,4,country_0,city_7,phone_731,tags_93,1667205448,1667147648,{},8,8,1.0,6,3,8,1667073887,1667567615,69416.0,1,8,8,8,0,0,0,0,1.0
user_732,1e99176a-5ce4-11ed-8052-00000000155f,name_732,1,42,country_0,city_7,phone_732,tags_30,1667321401,1667093057,{},14,14,1.0,7,3,14,1667115146,1667616969,20062.0,5,14,14,14,0,0,0,0,1.0
user_733,1e991b2a-5ce4-11ed-8015-000000000383,name_733,0,50,country_0,city_5,phone_733,tags_62,1667186070,1667347970,{},12,12,1.0,6,3,12,1667036959,1667538165,98866.0,0,12,12,12,0,0,0,0,1.0
user_734,1e991d1e-5ce4-11ed-8061-000000000af8,name_734,1,93,country_0,city_9,phone_734,tags_91,1667487224,1667231266,{},8,8,1.0,5,3,8,1667043928,1667597152,39879.0,1,8,8,8,0,0,0,0,1.0
user_735,1e991fe4-5ce4-11ed-8032-000000000db1,name_735,1,51,country_0,city_2,phone_735,tags_32,1667358898,1667048660,{},8,8,1.0,5,3,8,1667113304,1667521020,116011.0,0,8,8,8,0,0,0,0,1.0
user_736,1e9921ce-5ce4-11ed-8005-00000000099a,name_736,1,38,country_0,city_8,phone_736,tags_93,1667422212,1667248900,{},10,10,1.0,4,3,10,1667044687,1667594052,42979.0,2,10,10,10,0,0,0,0,1.0
user_737,1e99237c-5ce4-11ed-801c-000000000ff1,name_737,1,9,country_0,city_1,phone_737,tags_52,1667044298,1667520392,{},7,7,1.0,5,2,7,1667266111,1667633559,3472.0,2,7,7,7,0,0,0,0,1.0
user_738,1e99255c-5ce4-11ed-8036-000000001d04,name_738,0,63,country_0,city_0,phone_738,tags_23,1667306669,1667142037,{},13,13,1.0,8,3,12,1667078506,1667628680,8351.0,4,13,13,13,0,0,0,0,1.0
user_739,1e992822-5ce4-11ed-803d-000000000683,name_739,0,31,country_0,city_4,phone_739,tags_9,1667072220,1667205741,{},12,12,1.0,7,3,12,1667154426,1667619838,17193.0,3,12,12,12,0,0,0,0,1.0
user_740,1e9929b2-5ce4-11ed-801d-00000000149e,name_740,0,23,country_0,city_6,phone_740,tags_67,1667202149,1667556234,{},5,5,1.0,4,3,5,1667135950,1667575274,61757.0,1,5,5,5,0,0,0,0,1.0
user_741,1e992e08-5ce4-11ed-805e-0000000001f8,name_741,1,79,country_0,city_9,phone_741,tags_31,1667397229,1667331564,{},12,12,1.0,6,3,12,1667099367,1667636037,994.0,4,12,12,12,0,0,0,0,1.0
user_742,1e992fc0-5ce4-11ed-8016-000000000841,name_742,1,2,country_0,city_6,phone_742,tags_97,1667090511,1667522582,{},7,7,1.0,4,3,7,1667033309,1667367944,269087.0,0,7,7,7,0,0,0,0,1.0
user_743,1e993150-5ce4-11ed-805a-00000000237e,name_743,0,38,country_0,city_8,phone_743,tags_83,1667073986,1667474151,{},4,4,1.0,4,3,4,1667177049,1667470257,166774.0,0,4,4,4,0,0,0,0,1.0
user_744,1e9932e0-5ce4-11ed-8060-000000001c0d,name_744,0,37,country_0,city_3,phone_744,tags_71,1667225362,1667370259,{},9,9,1.0,7,3,9,1667105542,1667611899,25132.0,3,9,9,9,0,0,0,0,1.0
user_745,1e993466-5ce4-11ed-8021-000000001c68,name_745,1,73,country_0,city_8,phone_745,tags_29,1667247210,1667043172,{},12,12,1.0,5,2,12,1667071824,1667569362,67669.0,2,12,12,12,0,0,0,0,1.0
user_746,1e9935ec-5ce4-11ed-803a-000000001246,name_746,0,70,country_0,city_0,phone_746,tags_18,1667226471,1667501875,{},9,9,1.0,7,3,9,1667061960,1667631732,5299.0,1,9,9,9,0,0,0,0,1.0
user_747,1e99377c-5ce4-11ed-8057-000000001f40,name_747,0,4,country_0,city_5,phone_747,tags_98,1667565142,1667496922,{},15,15,1.0,7,3,15,1667049085,1667598579,38452.0,1,15,15,15,0,0,0,0,1.0
user_748,1e993902-5ce4-11ed-8026-0000000011ce,name_748,1,71,country_0,city_3,phone_748,tags_49,1667364730,1667148679,{},6,6,1.0,4,3,6,1667094628,1667626456,10575.0,1,6,6,6,0,0,0,0,1.0
user_749,1e993a88-5ce4-11ed-8004-00000000073c,name_749,1,23,country_0,city_7,phone_749,tags_11,1667215633,1667482454,{},8,8,1.0,4,3,8,1667101181,1667635975,1056.0,1,8,8,8,0,0,0,0,1.0
user_750,1e993c0e-5ce4-11ed-8064-000000000c1b,name_750,1,10,country_0,city_4,phone_750,tags_100,1667109906,1667355225,{},6,6,1.0,5,3,6,1667071509,1667627465,9566.0,1,6,6,6,0,0,0,0,1.0
user_751,1e993db2-5ce4-11ed-804d-000000000594,name_751,0,21,country_0,city_2,phone_751,tags_92,1667605452,1667496637,{},13,13,1.0,7,3,13,1667045016,1667631350,5681.0,4,13,13,13,0,0,0,0,1.0
user_752,1e993f4c-5ce4-11ed-8000-000000000b82,name_752,1,87,country_0,city_9,phone_752,tags_18,1667605655,1667138656,{},5,5,1.0,3,3,5,1667100003,1667561911,75120.0,1,5,5,5,0,0,0,0,1.0
user_753,1e994118-5ce4-11ed-801b-000000002132,name_753,0,27,country_0,city_8,phone_753,tags_53,1667222254,1667378024,{},12,12,1.0,5,3,12,1667138199,1667588360,48671.0,3,12,12,12,0,0,0,0,1.0
user_754,1e9942a8-5ce4-11ed-805f-000000001d8e,name_754,0,53,country_0,city_7,phone_754,tags_86,1667618668,1667153361,{},11,11,1.0,6,3,11,1667055849,1667595813,41218.0,2,11,11,11,0,0,0,0,1.0
user_755,1e99444c-5ce4-11ed-8046-0000000007aa,name_755,1,21,country_0,city_3,phone_755,tags_2,1667564194,1667422342,{},8,8,1.0,5,3,8,1667094589,1667593097,43934.0,2,8,8,8,0,0,0,0,1.0
user_756,1e9945dc-5ce4-11ed-8064-0000000020ed,name_756,0,99,country_0,city_4,phone_756,tags_93,1667149148,1667279377,{},9,9,1.0,4,3,9,1667130056,1667567015,70016.0,1,9,9,9,0,0,0,0,1.0
user_757,1e99476c-5ce4-11ed-8024-00000000241e,name_757,1,33,country_0,city_6,phone_757,tags_15,1667236893,1667424784,{},5,5,1.0,2,3,5,1667176652,1667629288,7743.0,1,5,5,5,0,0,0,0,1.0
user_758,1e9948f2-5ce4-11ed-801e-000000001deb,name_758,0,73,country_0,city_4,phone_758,tags_18,1667331577,1667169592,{},9,9,1.0,6,2,9,1667083708,1667575944,61087.0,2,9,9,9,0,0,0,0,1.0
user_759,1e994a82-5ce4-11ed-803e-000000001c54,name_759,0,59,country_0,city_1,phone_759,tags_93,1667516441,1667163903,{},10,10,1.0,6,3,10,1667062936,1667621778,15253.0,2,10,10,10,0,0,0,0,1.0
user_760,1e994ce4-5ce4-11ed-8054-000000002297,name_760,0,74,country_0,city_6,phone_760,tags_29,1667269325,1667278262,{},10,10,1.0,6,3,10,1667034669,1667624361,12670.0,3,10,10,10,0,0,0,0,1.0
user_761,1e994ece-5ce4-11ed-8047-000000001292,name_761,1,55,country_0,city_4,phone_761,tags_65,1667507720,1667506313,{},11,11,1.0,7,3,11,1667076854,1667600526,36505.0,1,11,11,11,0,0,0,0,1.0
user_762,1e99507c-5ce4-11ed-8006-0000000013d3,name_762,0,17,country_0,city_1,phone_762,tags_73,1667454428,1667423063,{},8,8,1.0,4,2,8,1667045368,1667593128,43903.0,3,8,8,8,0,0,0,0,1.0
user_763,1e995220-5ce4-11ed-805c-0000000008a1,name_763,0,28,country_0,city_4,phone_763,tags_81,1667135917,1667062586,{},5,5,1.0,5,3,5,1667045631,1667614614,22417.0,1,5,5,5,0,0,0,0,1.0
user_764,1e9953ba-5ce4-11ed-805f-000000001a0d,name_764,0,55,country_0,city_0,phone_764,tags_14,1667473687,1667172707,{},9,9,1.0,6,3,9,1667098849,1667618057,18974.0,1,9,9,9,0,0,0,0,1.0
user_765,1e99555e-5ce4-11ed-8058-0000000025e0,name_765,0,63,country_0,city_4,phone_765,tags_82,1667097973,1667532525,{},5,5,1.0,3,2,5,1667253060,1667484666,152365.0,0,5,5,5,0,0,0,0,1.0
user_766,1e995702-5ce4-11ed-803b-000000001533,name_766,0,74,country_0,city_9,phone_766,tags_99,1667070859,1667393278,{},7,7,1.0,3,3,7,1667225869,1667485101,151930.0,0,7,7,7,0,0,0,0,1.0
user_767,1e995892-5ce4-11ed-802f-000000001fef,name_767,1,47,country_0,city_5,phone_767,tags_90,1667463281,1667292351,{},12,12,1.0,7,3,12,1667042815,1667624443,12588.0,1,12,12,12,0,0,0,0,1.0
user_768,1e995a36-5ce4-11ed-8000-000000000b71,name_768,0,67,country_0,city_9,phone_768,tags_70,1667454770,1667617044,{},11,11,1.0,5,3,11,1667127511,1667575089,61942.0,3,11,11,11,0,0,0,0,1.0
user_769,1e995bc6-5ce4-11ed-804a-000000001ee4,name_769,1,61,country_0,city_0,phone_769,tags_27,1667521932,1667547561,{},14,14,1.0,8,3,14,1667056529,1667623864,13167.0,2,14,14,14,0,0,0,0,1.0
user_770,1e995d56-5ce4-11ed-8007-000000001e28,name_770,1,15,country_0,city_9,phone_770,tags_21,1667487047,1667181056,{},11,11,1.0,8,3,11,1667072063,1667606844,30187.0,1,11,11,11,0,0,0,0,1.0
user_771,1e995ef0-5ce4-11ed-8059-00000000143d,name_771,0,21,country_0,city_0,phone_771,tags_79,1667159170,1667257623,{},14,14,1.0,7,3,14,1667043063,1667557783,79248.0,1,14,14,14,0,0,0,0,1.0
user_772,1e996094-5ce4-11ed-8005-0000000023e8,name_772,1,55,country_0,city_8,phone_772,tags_16,1667484487,1667249673,{},6,6,1.0,4,3,6,1667416908,1667627488,9543.0,3,6,6,6,0,0,0,0,1.0
user_773,1e996238-5ce4-11ed-805e-000000000e85,name_773,0,77,country_0,city_2,phone_773,tags_46,1667035170,1667482971,{},15,15,1.0,7,3,15,1667036639,1667625665,11366.0,4,15,15,15,0,0,0,0,1.0
user_774,1e9963d2-5ce4-11ed-805d-000000001dc8,name_774,0,86,country_0,city_4,phone_774,tags_57,1667610347,1667480978,{},12,12,1.0,5,3,12,1667115237,1667615891,21140.0,2,12,12,12,0,0,0,0,1.0
user_775,1e99656c-5ce4-11ed-8008-00000000234d,name_775,0,96,country_0,city_4,phone_775,tags_75,1667411119,1667575528,{},5,5,1.0,4,2,5,1667165861,1667526404,110627.0,0,5,5,5,0,0,0,0,1.0
user_776,1e996710-5ce4-11ed-801b-0000000025a1,name_776,1,24,country_0,city_1,phone_776,tags_42,1667326794,1667509570,{},9,9,1.0,6,3,9,1667066019,1667540860,96171.0,0,9,9,9,0,0,0,0,1.0
user_777,1e9968b4-5ce4-11ed-805d-000000000e90,name_777,1,54,country_0,city_9,phone_777,tags_0,1667095887,1667255511,{},10,10,1.0,6,3,10,1667046021,1667614299,22732.0,2,10,10,10,0,0,0,0,1.0
user_778,1e996a62-5ce4-11ed-804b-0000000003cc,name_778,1,17,country_0,city_2,phone_778,tags_82,1667616353,1667111338,{},12,12,1.0,5,3,12,1667034219,1667391426,245605.0,0,12,12,12,0,0,0,0,1.0
user_779,1e996c06-5ce4-11ed-8027-000000001374,name_779,1,8,country_0,city_3,phone_779,tags_83,1667334268,1667283224,{},14,14,1.0,7,3,14,1667053468,1667624861,12170.0,1,14,14,14,0,0,0,0,1.0
user_780,1e996d96-5ce4-11ed-8028-00000000155a,name_780,0,88,country_0,city_5,phone_780,tags_100,1667340442,1667199040,{},10,10,1.0,6,3,10,1667054163,1667623223,13808.0,1,10,10,10,0,0,0,0,1.0
user_781,1e996f4e-5ce4-11ed-802c-00000000066b,name_781,1,59,country_0,city_3,phone_781,tags_40,1667033789,1667137393,{},10,10,1.0,4,3,10,1667035120,1667488982,148049.0,0,10,10,10,0,0,0,0,1.0
user_782,1e9970f2-5ce4-11ed-8025-00000000159a,name_782,0,88,country_0,city_5,phone_782,tags_48,1667140688,1667622812,{},5,5,1.0,4,3,5,1667209606,1667565023,72008.0,1,5,5,5,0,0,0,0,1.0
user_783,1e9972a0-5ce4-11ed-8064-0000000025aa,name_783,0,98,country_0,city_7,phone_783,tags_100,1667515070,1667308397,{},13,13,1.0,7,3,13,1667087364,1667579993,57038.0,2,13,13,13,0,0,0,0,1.0
user_784,1e997458-5ce4-11ed-803a-000000000e00,name_784,1,27,country_0,city_4,phone_784,tags_43,1667527753,1667485171,{},17,17,1.0,6,3,17,1667116675,1667594004,43027.0,6,17,17,17,0,0,0,0,1.0
user_785,1e9975e8-5ce4-11ed-8036-000000001483,name_785,0,18,country_0,city_4,phone_785,tags_5,1667051106,1667151230,{},8,8,1.0,5,3,8,1667052146,1667557136,79895.0,1,8,8,8,0,0,0,0,1.0
user_786,1e997782-5ce4-11ed-8036-000000001fe4,name_786,0,38,country_0,city_7,phone_786,tags_61,1667519721,1667128549,{},14,14,1.0,7,3,14,1667099893,1667622892,14139.0,2,14,14,14,0,0,0,0,1.0
user_787,1e99791c-5ce4-11ed-8028-0000000003be,name_787,1,31,country_0,city_3,phone_787,tags_85,1667293722,1667598262,{},19,19,1.0,7,3,19,1667059922,1667611351,25680.0,1,19,19,19,0,0,0,0,1.0
user_788,1e997ab6-5ce4-11ed-800c-000000001fa1,name_788,0,76,country_0,city_9,phone_788,tags_2,1667229637,1667167935,{},6,6,1.0,3,3,6,1667045739,1667599745,37286.0,2,6,6,6,0,0,0,0,1.0
user_789,1e997c5a-5ce4-11ed-803e-000000000743,name_789,0,16,country_0,city_0,phone_789,tags_84,1667547431,1667304755,{},5,5,1.0,3,3,5,1667229386,1667460172,176859.0,0,5,5,5,0,0,0,0,1.0
user_790,1e997df4-5ce4-11ed-8045-00000000119c,name_790,0,98,country_0,city_9,phone_790,tags_36,1667524287,1667620611,{},11,11,1.0,8,3,11,1667057713,1667622381,14650.0,1,11,11,11,0,0,0,0,1.0
user_791,1e997f8e-5ce4-11ed-8012-000000000149,name_791,0,65,country_0,city_8,phone_791,tags_45,1667142000,1667081910,{},10,10,1.0,6,3,10,1667046144,1667534987,102044.0,0,10,10,10,0,0,0,0,1.0
user_792,1e998132-5ce4-11ed-801b-0000000000fe,name_792,1,18,country_0,city_9,phone_792,tags_57,1667256006,1667449989,{},10,10,1.0,6,3,10,1667078775,1667636805,226.0,2,10,10,10,0,0,0,0,1.0
